Município;Taxa_de_desemprego_16a_e+;População_desocupada_16a_e+;População_econom_ativa_16a_e+
430970 HUMAITA;1,84;55;2997
430975 IBARAMA;0,42;11;2650
430980 IBIACA;1,8;54;2994
430990 IBIRAIARAS;2;88;4402
430995 IBIRAPUITA;0,88;13;1482
431000 IBIRUBA;3,57;411;11505
431010 IGREJINHA;1,51;296;19611
431020 IJUI;4,6;1918;41713
431030 ILOPOLIS;1,51;41;2708
431033 IMBE;5,91;479;8100
431036 IMIGRANTE;0,8;16;2009
431040 INDEPENDENCIA;2,54;95;3744
431041 INHACORA;3,41;41;1201
431043 IPE;1,84;71;3862
431046 IPIRANGA DO SUL;1,43;19;1333
431050 IRAI;2,08;82;3949
431053 ITAARA;5,44;134;2463
431055 ITACURUBI;0,28;4;1450
431057 ITAPUCA;-;-;1681
431060 ITAQUI;6,75;1140;16885
431065 ITATI;2,38;32;1344
431070 ITATIBA DO SUL;0,39;9;2290
431075 IVORA;1,6;21;1312
431080 IVOTI;3,35;421;12549
431085 JABOTICABA;2,9;47;1619
431087 JACUIZINHO;0,48;7;1453
431090 JACUTINGA;4,22;84;1989
431100 JAGUARAO;6,51;822;12633
431110 JAGUARI;2,91;193;6639
431112 JAQUIRANA;2,21;41;1853
431113 JARI;2,19;46;2105
431115 JOIA;1,59;68;4279
431120 JULIO DE CASTILHOS;6,82;624;9150
431123 LAGOA BONITA DO SUL;0,5;9;1813
431125 LAGOAO;0,88;30;3419
431127 LAGOA DOS TRES CANTOS;0,56;6;1066
431130 LAGOA VERMELHA;3,26;455;13953
431140 LAJEADO;3,36;1472;43774
431142 LAJEADO DO BUGRE;1,87;25;1340
431150 LAVRAS DO SUL;5,85;212;3625
431160 LIBERATO SALZANO;1,21;42;3466
431162 LINDOLFO COLLOR;2,98;91;3052
431164 LINHA NOVA;0,62;7;1129
431170 MACHADINHO;2,29;63;2749
431171 MACAMBARA;4,33;93;2149
431173 MAMPITUBA;1,19;19;1598
431175 MANOEL VIANA;4,46;147;3295
431177 MAQUINE;1,24;46;3707
431179 MARATA;0,18;3;1703
431180 MARAU;2,15;479;22233
431190 MARCELINO RAMOS;1,67;52;3109
431198 MARIANA PIMENTEL;2,09;43;2057
431200 MARIANO MORO;0,71;9;1270
431205 MARQUES DE SOUZA;1,3;35;2688
431210 MATA;0,82;21;2554
431213 MATO CASTELHANO;0,27;3;1119
431215 MATO LEITAO;1,44;34;2359
431217 MATO QUEIMADO;1,24;10;804
431220 MAXIMILIANO DE ALMEIDA;2,39;60;2512
431225 MINAS DO LEAO;6,01;185;3080
431230 MIRAGUAI;2,72;71;2612
431235 MONTAURI;-;-;1027
431237 MONTE ALEGRE DOS CAMPOS;1,47;17;1158
431238 MONTE BELO DO SUL;0,82;13;1581
431240 MONTENEGRO;5,98;1898;31726
431242 MORMACO;1,06;15;1410
431244 MORRINHOS DO SUL;1,21;24;1977
431245 MORRO REDONDO;6,78;223;3289
431247 MORRO REUTER;1,34;50;3725
431250 MOSTARDAS;7,4;445;6011
431260 MUCUM;1,31;41;3131
431261 MUITOS CAPOES;2,16;35;1617
431262 MULITERNO;0,95;10;1057
431265 NAO-ME-TOQUE;2,72;250;9195
431267 NICOLAU VERGUEIRO;1,33;12;901
431270 NONOAI;3,69;225;6097
431275 NOVA ALVORADA;0,3;6;2029
431280 NOVA ARACA;0,83;22;2650
431290 NOVA BASSANO;1,62;85;5237
431295 NOVA BOA VISTA;1;12;1202
431300 NOVA BRESCIA;0,6;12;1991
431301 NOVA CANDELARIA;0,46;9;1963
431303 NOVA ESPERANCA DO SUL;2,46;68;2765
431306 NOVA HARTZ;1,21;125;10326
431308 NOVA PADUA;0,46;8;1723
431310 NOVA PALMA;0,36;13;3657
431320 NOVA PETROPOLIS;2,04;251;12330
431330 NOVA PRATA;2,69;371;13768
431333 NOVA RAMADA;0,61;9;1464
431335 NOVA ROMA DO SUL;0,96;22;2297
431337 NOVA SANTA RITA;6,01;701;11655
431339 NOVO CABRAIS;1,7;42;2467
431340 NOVO HAMBURGO;4,75;6246;131392
431342 NOVO MACHADO;1,57;37;2352
431344 NOVO TIRADENTES;0,57;8;1394
431346 NOVO XINGU;0,76;9;1177
431349 NOVO BARREIRO;1,55;38;2449
431350 OSORIO;6,09;1297;21296
431360 PAIM FILHO;0,49;14;2873
431365 PALMARES DO SUL;6,02;295;4897
431370 PALMEIRA DAS MISSOES;6,62;1130;17064
431380 PALMITINHO;1,47;61;4146
431390 PANAMBI;4,57;962;21062
431395 PANTANO GRANDE;6,75;283;4194
431400 PARAI;2,46;107;4346
431402 PARAISO DO SUL;1,76;83;4729
431403 PARECI NOVO;0,86;17;1988
431405 PAROBE;2,36;673;28512
431406 PASSA SETE;0,55;17;3111
431407 PASSO DO SOBRADO;0,72;28;3915
431410 PASSO FUNDO;4,01;3935;98135
431413 PAULO BENTO;0,98;14;1427
431415 PAVERAMA;1,4;72;5150
431417 PEDRAS ALTAS;5,03;61;1212
431420 PEDRO OSORIO;10,98;359;3269
431430 PEJUCARA;1,48;31;2093
431440 PELOTAS;7,4;11796;159360
431442 PICADA CAFE;1,22;42;3430
431445 PINHAL;1,65;25;1514
431446 PINHAL DA SERRA;2,51;19;757
431447 PINHAL GRANDE;1,24;30;2417
431449 PINHEIRINHO DO VALE;1,39;36;2591
431450 PINHEIRO MACHADO;4,86;293;6030
431455 PIRAPO;1,42;23;1622
431460 PIRATINI;5,47;551;10078
431470 PLANALTO;2,61;154;5901
431475 POCO DAS ANTAS;0,16;2;1278
431477 PONTAO;1,63;34;2085
431478 PONTE PRETA;0,99;11;1111
431480 PORTAO;4,03;648;16082
431490 PORTO ALEGRE;5,35;40706;761203
431500 PORTO LUCENA;1,5;48;3192
431505 PORTO MAUA;0,73;11;1510
431507 PORTO VERA CRUZ;1,27;13;1020
431510 PORTO XAVIER;2,34;129;5519
431513 POUSO NOVO;0,76;9;1188
431514 PRESIDENTE LUCENA;0,67;11;1654
431515 PROGRESSO;0,46;18;3954
431517 PROTASIO ALVES;0,73;8;1092
431520 PUTINGA;3;80;2671
431530 QUARAI;6,42;652;10162
431531 QUATRO IRMAOS;3,45;33;957
431532 QUEVEDOS;1,2;18;1506
431535 QUINZE DE NOVEMBRO;1,92;45;2345
431540 REDENTORA;3,81;141;3701
431545 RELVADO;0,6;8;1324
431550 RESTINGA SECA;3,99;302;7569
431555 RIO DOS INDIOS;2,44;43;1763
431560 RIO GRANDE;8,5;7559;88922
431570 RIO PARDO;4,95;837;16901
431575 RIOZINHO;0,93;25;2677
431580 ROCA SALES;2,14;142;6642
431590 RODEIO BONITO;1,86;62;3339
431595 ROLADOR;1,01;17;1685
431600 ROLANTE;1,46;173;11822
431610 RONDA ALTA;3,03;159;5252
431620 RONDINHA;1,86;64;3437
431630 ROQUE GONZALES;2,09;79;3779
431640 ROSARIO DO SUL;6,37;1121;17587
431642 SAGRADA FAMILIA;2,61;35;1342
431643 SALDANHA MARINHO;4,07;73;1792
431645 SALTO DO JACUI;5,32;284;5335
431647 SALVADOR DAS MISSOES;1,9;31;1635
431650 SALVADOR DO SUL;1,45;65;4486
431660 SANANDUVA;1,84;177;9612
431670 SANTA BARBARA DO SUL;4,06;169;4159
431673 SANTA CECILIA DO SUL;1,22;12;980
431675 SANTA CLARA DO SUL;1,62;61;3768
431680 SANTA CRUZ DO SUL;4,05;2717;67124
431690 SANTA MARIA;5,99;7785;129861
431695 SANTA MARIA DO HERVAL;0,26;11;4241
431697 SANTA MARGARIDA DO SUL;1,66;16;961
431700 SANTANA DA BOA VISTA;3,27;109;3334
431710 SANT'ANA DO LIVRAMENTO;6,98;2778;39822
431720 SANTA ROSA;4,73;1790;37842
431725 SANTA TEREZA;1,93;22;1137
431730 SANTA VITORIA DO PALMAR;7,57;1072;14161
431740 SANTIAGO;5,47;1363;24916
431750 SANTO ANGELO;5,28;2094;39654
431755 SANTO ANTONIO DO PALMA;0,62;9;1447
431760 SANTO ANTONIO DA PATRULHA;2,22;481;21647
431770 SANTO ANTONIO DAS MISSOES;5,33;322;6041
431775 SANTO ANTONIO DO PLANALTO;4,76;50;1051
431780 SANTO AUGUSTO;5,12;398;7781
431790 SANTO CRISTO;2,09;191;9150
431795 SANTO EXPEDITO DO SUL;1,71;25;1460
431800 SAO BORJA;7,21;2021;28029
431805 SAO DOMINGOS DO SUL;0,34;6;1781
431810 SAO FRANCISCO DE ASSIS;5,55;518;9327
431820 SAO FRANCISCO DE PAULA;3,57;377;10550
431830 SAO GABRIEL;8,42;2354;27957
431840 SAO JERONIMO;5,68;617;10866
431842 SAO JOAO DA URTIGA;0,86;25;2920
431843 SAO JOAO DO POLESINE;2,58;39;1512
431844 SAO JORGE;0,89;16;1805
431845 SAO JOSE DAS MISSOES;2,84;43;1515
431846 SAO JOSE DO HERVAL;1,9;17;893
431848 SAO JOSE DO HORTENCIO;-;-;2563
431849 SAO JOSE DO INHACORA;1,1;16;1453
431850 SAO JOSE DO NORTE;6,57;782;11905
431860 SAO JOSE DO OURO;2,94;118;4012
431861 SAO JOSE DO SUL;0,59;8;1346
431862 SAO JOSE DOS AUSENTES;4,17;65;1557
431870 SAO LEOPOLDO;7,18;8080;112552
431880 SAO LOURENCO DO SUL;4,12;1022;24820
431890 SAO LUIZ GONZAGA;5,39;894;16573
431900 SAO MARCOS;2,31;276;11931
431910 SAO MARTINHO;2,95;99;3361
431912 SAO MARTINHO DA SERRA;1,72;24;1394
431915 SAO MIGUEL DAS MISSOES;2,81;110;3910
431920 SAO NICOLAU;2,3;70;3048
431930 SAO PAULO DAS MISSOES;0,77;31;4004
431935 SAO PEDRO DA SERRA;0,72;15;2080
431936 SAO PEDRO DAS MISSOES;4,83;47;973
431937 SAO PEDRO DO BUTIA;0,85;14;1648
431940 SAO PEDRO DO SUL;4,16;350;8417
431950 SAO SEBASTIAO DO CAI;5,28;633;11980
431960 SAO SEPE;5,09;591;11609
431970 SAO VALENTIM;1,99;44;2212
431971 SAO VALENTIM DO SUL;1,33;19;1433
431973 SAO VALERIO DO SUL;-;-;1335
431975 SAO VENDELINO;0,96;13;1352
431980 SAO VICENTE DO SUL;7,61;312;4101
431990 SAPIRANGA;3,33;1399;42058
432000 SAPUCAIA DO SUL;6,95;4507;64867
432010 SARANDI;3,04;374;12296
432020 SEBERI;4,28;270;6304
432023 SEDE NOVA;2,63;43;1635
432026 SEGREDO;0,38;15;3952
432030 SELBACH;3,49;113;3239
432032 SENADOR SALGADO FILHO;1,71;28;1641
432035 SENTINELA DO SUL;2,45;68;2777
432040 SERAFINA CORREA;1,62;139;8601
432045 SERIO;0,19;3;1551
432050 SERTAO;2,05;69;3373
432055 SERTAO SANTANA;2,77;86;3104
432057 SETE DE SETEMBRO;1,59;18;1131
432060 SEVERIANO DE ALMEIDA;0,95;24;2530
432065 SILVEIRA MARTINS;1,57;22;1401
432067 SINIMBU;1,23;77;6268
432070 SOBRADINHO;4,08;330;8091
432080 SOLEDADE;3,74;569;15232
432085 TABAI;1,76;37;2104
432090 TAPEJARA;3,08;357;11585
432100 TAPERA;4,07;241;5927
432110 TAPES;7,58;586;7729
432120 TAQUARA;3,86;1141;29547
432130 TAQUARI;4,72;603;12780
432132 TAQUARUCU DO SUL;1,07;21;1967
432135 TAVARES;0,51;16;3128
432140 TENENTE PORTELA;3,09;205;6628
432143 TERRA DE AREIA;6,35;321;5056
432145 TEUTONIA;1,27;226;17792
432146 TIO HUGO;1,16;18;1550
432147 TIRADENTES DO SUL;1,23;45;3664
432149 TOROPI;0,44;9;2060
432150 TORRES;6,15;1109;18026
432160 TRAMANDAI;7,92;1506;19022
432162 TRAVESSEIRO;-;-;1540
432163 TRES ARROIOS;-;-;2040
432166 TRES CACHOEIRAS;2,77;158;5695
432170 TRES COROAS;1,47;209;14224
432180 TRES DE MAIO;4,15;573;13806
432183 TRES FORQUILHAS;1,32;19;1438
432185 TRES PALMEIRAS;2,41;56;2325
432190 TRES PASSOS;2,88;398;13815
432195 TRINDADE DO SUL;3,27;97;2970
432200 TRIUNFO;4,22;569;13469
432210 TUCUNDUVA;3,95;135;3419
432215 TUNAS;1,72;44;2558
432218 TUPANCI DO SUL;0,3;3;988
432220 TUPANCIRETA;4,37;485;11103
432225 TUPANDI;1,05;28;2656
432230 TUPARENDI;1,26;57;4514
432232 TURUCU;4,15;75;1806
432234 UBIRETAMA;0,87;14;1612
432235 UNIAO DA SERRA;0,56;6;1075
432237 UNISTALDA;4,47;48;1073
432240 URUGUAIANA;8,48;4922;58039
432250 VACARIA;4,54;1374;30255
432252 VALE VERDE;1,04;17;1641
432253 VALE DO SOL;0,46;30;6573
432254 VALE REAL;2,09;70;3353
432255 VANINI;1,81;22;1215
432260 VENANCIO AIRES;2,14;841;39276
432270 VERA CRUZ;4;556;13887
432280 VERANOPOLIS;3,21;435;13554
432285 VESPASIANO CORREA;0,35;5;1422
432290 VIADUTOS;0,98;31;3175
432300 VIAMAO;6,69;8085;120826
432310 VICENTE DUTRA;1,39;37;2656
432320 VICTOR GRAEFF;1,52;29;1905
432330 VILA FLORES;1,13;21;1857
432335 VILA LANGARO;0,43;6;1386
432340 VILA MARIA;0,61;18;2933
432345 VILA NOVA DO SUL;6,98;110;1577
432350 VISTA ALEGRE;2,55;44;1727
432360 VISTA ALEGRE DO PRATA;0,57;6;1055
432370 VISTA GAUCHA;1,34;23;1713
432375 VITORIA DAS MISSOES;1,01;20;1988
432377 WESTFALIA;0,4;8;2013
432380 XANGRI-LA;2,89;192;6640
500020 AGUA CLARA;4,37;313;7160
500025 ALCINOPOLIS;3,03;72;2379
500060 AMAMBAI;4,96;752;15162
500070 ANASTACIO;6,31;717;11365
500080 ANAURILANDIA;6,67;250;3747
500085 ANGELICA;5,26;240;4565
500090 ANTONIO JOAO;4,79;168;3506
500100 APARECIDA DO TABOADO;5,98;669;11187
500110 AQUIDAUANA;6,32;1223;19354
500124 ARAL MOREIRA;2,89;121;4189
500150 BANDEIRANTES;6,05;195;3221
500190 BATAGUASSU;6,44;651;10104
500200 BATAYPORA;5,36;270;5039
500210 BELA VISTA;4,74;501;10573
500215 BODOQUENA;5,53;207;3746
500220 BONITO;4,06;409;10081
500230 BRASILANDIA;6,29;385;6123
500240 CAARAPO;5,27;624;11831
500260 CAMAPUA;5,74;397;6914
500270 CAMPO GRANDE;6,22;26501;426228
500280 CARACOL;2,49;62;2490
500290 CASSILANDIA;5,84;624;10690
500295 CHAPADAO DO SUL;3,93;427;10859
500310 CORGUINHO;5,54;127;2292
500315 CORONEL SAPUCAIA;5,31;271;5102
500320 CORUMBA;8,03;3769;46960
500325 COSTA RICA;4,84;498;10293
500330 COXIM;5,79;941;16247
500345 DEODAPOLIS;6,39;372;5819
500348 DOIS IRMAOS DO BURITI;8,16;321;3934
500350 DOURADINA;4,57;111;2431
500370 DOURADOS;5,15;5144;99809
500375 ELDORADO;9,98;561;5624
500380 FATIMA DO SUL;6,19;580;9368
500390 FIGUEIRAO;1,96;28;1432
500400 GLORIA DE DOURADOS;5,4;264;4887
500410 GUIA LOPES DA LAGUNA;7,44;325;4370
500430 IGUATEMI;8,05;534;6636
500440 INOCENCIA;3;112;3734
500450 ITAPORA;7,26;661;9110
500460 ITAQUIRAI;4,14;278;6717
500470 IVINHEMA;4,35;495;11378
500480 JAPORA;5,71;122;2135
500490 JARAGUARI;3,65;122;3338
500500 JARDIM;6,23;723;11608
500510 JATEI;4,54;81;1786
500515 JUTI;4,78;104;2174
500520 LADARIO;9,34;731;7825
500525 LAGUNA CARAPA;3,83;110;2875
500540 MARACAJU;4,45;819;18387
500560 MIRANDA;7,64;788;10315
500568 MUNDO NOVO;9,16;770;8408
500570 NAVIRAI;7,65;1814;23721
500580 NIOAQUE;6,22;412;6625
500600 NOVA ALVORADA DO SUL;4,81;393;8165
500620 NOVA ANDRADINA;5,92;1404;23713
500625 NOVO HORIZONTE DO SUL;2,36;59;2504
500630 PARANAIBA;4,95;1032;20832
500635 PARANHOS;2,09;71;3390
500640 PEDRO GOMES;5,64;215;3815
500660 PONTA PORA;5,29;1977;37367
500690 PORTO MURTINHO;6,48;419;6469
500710 RIBAS DO RIO PARDO;6,28;649;10338
500720 RIO BRILHANTE;5,42;842;15534
500730 RIO NEGRO;7,22;177;2453
500740 RIO VERDE DE MATO GROSSO;6,93;684;9868
500750 ROCHEDO;3,03;74;2446
500755 SANTA RITA DO PARDO;4,61;160;3467
500769 SAO GABRIEL DO OESTE;4,04;492;12190
500770 SETE QUEDAS;8,16;385;4718
500780 SELVIRIA;8,2;233;2843
500790 SIDROLANDIA;6,39;1369;21432
500793 SONORA;7,78;571;7344
500795 TACURU;6,28;212;3377
500797 TAQUARUSSU;2,3;38;1649
500800 TERENOS;5,39;388;7199
500830 TRES LAGOAS;5,85;3118;53321
500840 VICENTINA;3,68;101;2743
510010 ACORIZAL;7,19;129;1793
510020 AGUA BOA;3,79;372;9820
510025 ALTA FLORESTA;5,63;1400;24858
510030 ALTO ARAGUAIA;5,87;479;8164
510035 ALTO BOA VISTA;3,61;72;1997
510040 ALTO GARCAS;7,99;419;5241
510050 ALTO PARAGUAI;7,01;241;3440
510060 ALTO TAQUARI;2,6;108;4151
510080 APIACAS;3,56;154;4322
510100 ARAGUAIANA;7,71;117;1517
510120 ARAGUAINHA;6,81;35;514
510125 ARAPUTANGA;6,53;496;7597
510130 ARENAPOLIS;8,64;448;5187
510140 ARIPUANA;5,92;416;7028
510160 BARAO DE MELGACO;3,04;75;2470
510170 BARRA DO BUGRES;5,64;824;14606
510180 BARRA DO GARCAS;7,76;1979;25501
510185 BOM JESUS DO ARAGUAIA;3,86;89;2305
510190 BRASNORTE;3,1;232;7478
510250 CACERES;8,09;3165;39115
510260 CAMPINAPOLIS;2,72;114;4189
510263 CAMPO NOVO DO PARECIS;5,64;792;14044
510267 CAMPO VERDE;6,34;1075;16963
510268 CAMPOS DE JULIO;2,99;77;2577
510269 CANABRAVA DO NORTE;5,79;124;2143
510270 CANARANA;5,25;493;9386
510279 CARLINDA;5,33;287;5389
510285 CASTANHEIRA;3,24;127;3921
510300 CHAPADA DOS GUIMARAES;5,8;470;8103
510305 CLAUDIA;5,69;315;5538
510310 COCALINHO;7,24;193;2664
510320 COLIDER;4,8;757;15774
510325 COLNIZA;3,71;452;12197
510330 COMODORO;5,52;444;8037
510335 CONFRESA;5,37;563;10485
510336 CONQUISTA D'OESTE;5,64;93;1648
510337 COTRIGUACU;5,03;341;6773
510340 CUIABA;6,41;19063;297487
510343 CURVELANDIA;4,58;99;2161
510345 DENISE;6,87;271;3947
510350 DIAMANTINO;5,58;605;10835
510360 DOM AQUINO;6,83;234;3428
510370 FELIZ NATAL;4,97;259;5210
510380 FIGUEIROPOLIS D'OESTE;4,39;77;1753
510385 GAUCHA DO NORTE;2,32;48;2070
510390 GENERAL CARNEIRO;8,68;175;2016
510395 GLORIA D'OESTE;4,8;68;1416
510410 GUARANTA DO NORTE;5,76;966;16761
510420 GUIRATINGA;8,68;570;6566
510450 INDIAVAI;7,59;73;962
510452 IPIRANGA DO NORTE;3,84;106;2759
510454 ITANHANGA;4,84;119;2458
510455 ITAUBA;5,22;110;2109
510460 ITIQUIRA;12,28;665;5415
510480 JACIARA;5,79;725;12517
510490 JANGADA;3,73;81;2172
510500 JAURU;6,48;239;3687
510510 JUARA;5,31;849;15982
510515 JUINA;4,24;815;19216
510517 JURUENA;1,88;100;5328
510520 JUSCIMEIRA;5,79;310;5350
510523 LAMBARI D'OESTE;6,98;169;2421
510525 LUCAS DO RIO VERDE;5,05;1289;25542
510530 LUCIARA;4,57;38;831
510550 VILA BELA DA SANTISSIMA TRINDADE;8,16;427;5233
510558 MARCELANDIA;3,37;194;5756
510560 MATUPA;5,33;379;7109
510562 MIRASSOL D'OESTE;4,95;620;12521
510590 NOBRES;7,73;524;6775
510600 NORTELANDIA;9,24;279;3018
510610 NOSSA SENHORA DO LIVRAMENTO;10,6;500;4717
510615 NOVA BANDEIRANTES;1,7;82;4827
510617 NOVA NAZARE;6,41;65;1014
510618 NOVA LACERDA;4,23;98;2318
510619 NOVA SANTA HELENA;4,74;78;1645
510620 NOVA BRASILANDIA;4,41;73;1654
510621 NOVA CANAA DO NORTE;5,31;314;5911
510622 NOVA MUTUM;3,39;603;17805
510623 NOVA OLIMPIA;14,85;1198;8065
510624 NOVA UBIRATA;3,11;133;4283
510625 NOVA XAVANTINA;5,59;544;9737
510626 NOVO MUNDO;2,92;101;3459
510627 NOVO HORIZONTE DO NORTE;5,14;104;2025
510628 NOVO SAO JOAQUIM;3,96;108;2729
510629 PARANAITA;4,45;233;5240
510630 PARANATINGA;4,82;411;8533
510631 NOVO SANTO ANTONIO;7,34;64;872
510637 PEDRA PRETA;8,73;620;7106
510642 PEIXOTO DE AZEVEDO;6,08;865;14238
510645 PLANALTO DA SERRA;7,08;76;1074
510650 POCONE;7,23;918;12692
510665 PONTAL DO ARAGUAIA;4,96;135;2724
510670 PONTE BRANCA;7,6;59;776
510675 PONTES E LACERDA;6,15;1226;19934
510677 PORTO ALEGRE DO NORTE;10,39;497;4782
510680 PORTO DOS GAUCHOS;3,92;99;2528
510682 PORTO ESPERIDIAO;5,27;236;4474
510685 PORTO ESTRELA;1,22;13;1066
510700 POXOREO;8,44;585;6933
510704 PRIMAVERA DO LESTE;4,36;1203;27571
510706 QUERENCIA;2,54;169;6663
510710 SAO JOSE DOS QUATRO MARCOS;6,06;541;8927
510715 RESERVA DO CABACAL;2,84;33;1164
510718 RIBEIRAO CASCALHEIRA;6,35;254;3998
510719 RIBEIRAOZINHO;2,83;31;1094
510720 RIO BRANCO;7,3;182;2494
510724 SANTA CARMEM;5,44;108;1985
510726 SANTO AFONSO;7,29;94;1289
510729 SAO JOSE DO POVO;6,73;93;1382
510730 SAO JOSE DO RIO CLARO;5,12;420;8203
510735 SAO JOSE DO XINGU;5,82;126;2166
510740 SAO PEDRO DA CIPA;10,46;194;1855
510757 RONDOLANDIA;3,56;57;1600
510760 RONDONOPOLIS;7,3;7514;102945
510770 ROSARIO OESTE;7,35;604;8213
510774 SANTA CRUZ DO XINGU;3,52;34;965
510775 SALTO DO CEU;5,19;86;1658
510776 SANTA RITA DO TRIVELATO;9,32;113;1212
510777 SANTA TEREZINHA;8,74;247;2826
510779 SANTO ANTONIO DO LESTE;1,44;21;1461
510780 SANTO ANTONIO DO LEVERGER;5,88;431;7336
510785 SAO FELIX DO ARAGUAIA;5,49;237;4315
510787 SAPEZAL;6,19;576;9306
510788 SERRA NOVA DOURADA;6,99;43;615
510790 SINOP;4,81;2950;61366
510792 SORRISO;4,6;1597;34733
510794 TABAPORA;2,18;104;4764
510795 TANGARA DA SERRA;5,98;2537;42456
510800 TAPURAH;3,26;146;4481
510805 TERRA NOVA DO NORTE;3,24;202;6233
510810 TESOURO;12,04;162;1346
510820 TORIXOREU;12,07;213;1765
510830 UNIAO DO SUL;3,25;56;1723
510835 VALE DE SAO DOMINGOS;3,68;45;1222
510840 VARZEA GRANDE;6,8;8608;126653
510850 VERA;2,85;136;4765
510860 VILA RICA;5,13;512;9985
510880 NOVA GUARITA;4,77;112;2346
510885 NOVA MARILANDIA;8,8;136;1545
510890 NOVA MARINGA;3,02;96;3179
510895 NOVA MONTE VERDE;4,55;188;4134
520005 ABADIA DE GOIAS;4,6;165;3584
520010 ABADIANIA;3,41;252;7397
520013 ACREUNA;7,8;794;10175
520015 ADELANDIA;8,6;106;1233
520017 AGUA FRIA DE GOIAS;5,71;133;2329
520020 AGUA LIMPA;1,3;12;926
520025 AGUAS LINDAS DE GOIAS;8,41;6296;74890
520030 ALEXANIA;6,08;646;10623
520050 ALOANDIA;3,81;38;997
520055 ALTO HORIZONTE;4,38;96;2193
520060 ALTO PARAISO DE GOIAS;7,65;278;3635
520080 ALVORADA DO NORTE;8,88;355;3998
520082 AMARALINA;5,94;79;1329
520085 AMERICANO DO BRASIL;5,24;138;2636
520090 AMORINOPOLIS;5,79;102;1761
520110 ANAPOLIS;6,42;10823;168602
520120 ANHANGUERA;3,53;20;566
520130 ANICUNS;7,77;751;9661
520140 APARECIDA DE GOIANIA;5,64;13635;241778
520145 APARECIDA DO RIO DOCE;5,74;61;1062
520150 APORE;7,46;146;1958
520160 ARACU;3,45;55;1593
520170 ARAGARCAS;5,27;458;8686
520180 ARAGOIANIA;6,18;269;4353
520215 ARAGUAPAZ;9,17;346;3775
520235 ARENOPOLIS;6,38;129;2023
520250 ARUANA;3,84;145;3779
520260 AURILANDIA;11,2;199;1776
520280 AVELINOPOLIS;6,95;58;835
520310 BALIZA;6,08;99;1628
520320 BARRO ALTO;3,07;137;4458
520330 BELA VISTA DE GOIAS;6,38;821;12865
520340 BOM JARDIM DE GOIAS;4,28;153;3572
520350 BOM JESUS DE GOIAS;7,37;712;9663
520355 BONFINOPOLIS;5,45;203;3728
520357 BONOPOLIS;4,94;70;1416
520360 BRAZABRANTES;8,06;129;1600
520380 BRITANIA;8,3;219;2640
520390 BURITI ALEGRE;3,55;164;4618
520393 BURITI DE GOIAS;2,78;34;1225
520396 BURITINOPOLIS;10,91;147;1348
520400 CABECEIRAS;5,57;174;3122
520410 CACHOEIRA ALTA;3,98;236;5924
520420 CACHOEIRA DE GOIAS;8,97;63;702
520425 CACHOEIRA DOURADA;5,92;232;3917
520430 CACU;3,04;208;6846
520440 CAIAPONIA;5,45;450;8256
520450 CALDAS NOVAS;4,25;1567;36847
520455 CALDAZINHA;8,55;142;1661
520460 CAMPESTRE DE GOIAS;5,79;84;1452
520465 CAMPINACU;4,87;75;1539
520470 CAMPINORTE;4,75;238;5014
520480 CAMPO ALEGRE DE GOIAS;5,22;163;3120
520485 CAMPO LIMPO DE GOIAS;2,72;80;2936
520490 CAMPOS BELOS;11,78;961;8158
520495 CAMPOS VERDES;11,39;241;2115
520500 CARMO DO RIO VERDE;3,54;152;4299
520505 CASTELANDIA;8,47;155;1829
520510 CATALAO;5,98;2842;47520
520520 CATURAI;6,69;158;2363
520530 CAVALCANTE;10,43;326;3127
520540 CERES;5,05;561;11102
520545 CEZARINA;7,92;273;3449
520547 CHAPADAO DO CEU;3,17;123;3875
520549 CIDADE OCIDENTAL;8,62;2405;27896
520551 COCALZINHO DE GOIAS;8,07;600;7438
520552 COLINAS DO SUL;12,32;183;1485
520570 CORREGO DO OURO;1,87;25;1340
520580 CORUMBA DE GOIAS;6,75;337;4995
520590 CORUMBAIBA;3,82;151;3957
520620 CRISTALINA;6,71;1498;22332
520630 CRISTIANOPOLIS;2,51;34;1357
520640 CRIXAS;6,01;427;7099
520650 CROMINIA;2,53;37;1461
520660 CUMARI;2,34;32;1366
520670 DAMIANOPOLIS;4,03;65;1613
520680 DAMOLANDIA;3,75;52;1386
520690 DAVINOPOLIS;4,2;51;1215
520710 DIORAMA;3,22;43;1335
520725 DOVERLANDIA;4,81;184;3827
520735 EDEALINA;4,16;80;1925
520740 EDEIA;5,4;328;6074
520750 ESTRELA DO NORTE;4,42;76;1718
520753 FAINA;4,18;137;3275
520760 FAZENDA NOVA;3,4;98;2884
520780 FIRMINOPOLIS;5,72;306;5352
520790 FLORES DE GOIAS;15,79;645;4084
520800 FORMOSA;6,79;3445;50717
520810 FORMOSO;3,9;78;1998
520815 GAMELEIRA DE GOIAS;3,32;57;1717
520830 DIVINOPOLIS DE GOIAS;8,01;139;1736
520840 GOIANAPOLIS;7,21;367;5093
520850 GOIANDIRA;7,68;194;2526
520860 GOIANESIA;5,66;1769;31245
520870 GOIANIA;5,05;37049;734004
520880 GOIANIRA;6,39;1102;17242
520890 GOIAS;5,56;667;11999
520910 GOIATUBA;5,27;889;16868
520915 GOUVELANDIA;7,6;190;2499
520920 GUAPO;3,22;217;6747
520929 GUARAITA;4,01;44;1096
